chr	start	end	strand	ens	Symbol
chrX	136811401	136813401	-	ENSMUSG00000086441	Gm15046
chr19	6531011	6533011	-	ENSMUSG00000052188	Gm14964
chr8	101939542	101941542	+	ENSMUSG00000052479	A330008L17Rik
chr5	43623702	43625702	+	ENSMUSG00000039782	Cpeb2
chr3	117570854	117572854	-	ENSMUSG00000028007	Snx7
chr1	140744153	140746153	-	ENSMUSG00000019230	Lhx9
chr19	29325318	29327318	+	ENSMUSG00000024789	Jak2
chr1	39706021	39708021	+	ENSMUSG00000090677	D930019O06Rik
chr4	64784208	64786208	+	ENSMUSG00000028370	Pappa
chr3	127491790	127493790	+	ENSMUSG00000046688	Tifa
chr6	31169351	31171351	+	ENSMUSG00000087380	2210408F21Rik
chr12	5381676	5383676	+	ENSMUSG00000037735	2810032G03Rik
chr13	100876952	100878952	+	ENSMUSG00000021643	Serf1
chr4	62874038	62876038	+	ENSMUSG00000045672	Col27a1
chr14	47450809	47452809	+	ENSMUSG00000055128	Cgrrf1
chr19	4476447	4478447	-	ENSMUSG00000049303	Syt12
chr4	45838795	45840795	-	ENSMUSG00000035551	Igfbpl1
chr2	139502450	139504450	-	ENSMUSG00000085071	Gm14066
chr4	131474944	131476944	-	ENSMUSG00000085667	Gm12992
chr6	65330099	65332099	+	ENSMUSG00000029917	C130060K24Rik
chr10	114238363	114240363	-	ENSMUSG00000050663	Trhde
chr9	113965472	113967472	+	ENSMUSG00000086596	Susd5
chr9	119487134	119489134	-	ENSMUSG00000032511	Scn5a
chr1	55462232	55464232	+	ENSMUSG00000038349	Plcl1
chr9	37239760	37241760	-	ENSMUSG00000032128	Robo3
chr5	64549690	64551690	+	ENSMUSG00000029174	Tbc1d1
chr2	180119590	180121590	-	ENSMUSG00000084843	B230312C02Rik
chr4	134259205	134261205	-	ENSMUSG00000037306	Man1c1
chr15	44945480	44947480	-	ENSMUSG00000022342	Kcnv1
chrX	51277177	51279177	-	ENSMUSG00000086711	Gm15482
chr12	111516278	111518278	+	ENSMUSG00000075707	Dio3
chr3	152328877	152330877	+	ENSMUSG00000085901	AI115009
chr11	118883276	118885276	+	ENSMUSG00000025577	Cbx2
chr8	105308011	105310011	-	ENSMUSG00000031673	Cdh11
chr17	84910235	84912235	+	ENSMUSG00000040852	Plekhh2
chr11	72831510	72833510	+	ENSMUSG00000020785	Camkk1
chr9	88221447	88223447	+	ENSMUSG00000032420	Nt5e
chr10	126970615	126972615	-	ENSMUSG00000040258	Nxph4
chr12	52693361	52695361	+	ENSMUSG00000020953	Coch
chr15	75577352	75579352	-	ENSMUSG00000047591	Mafa
chr13	34743792	34745792	+	ENSMUSG00000086786	Gm15908
chr2	24222100	24224100	+	ENSMUSG00000026979	Psd4
chr15	78547543	78549543	-	ENSMUSG00000043460	Elfn2
chr13	93196179	93198179	-	ENSMUSG00000090907	C030017D09Rik
chr6	90854693	90856693	+	ENSMUSG00000072894	Ppp1r2-ps2
chr8	89995508	89997508	-	ENSMUSG00000031654	Cbln1
chr10	75022075	75024075	-	ENSMUSG00000046807	AI646023
chr6	145813078	145815078	-	ENSMUSG00000030256	Bhlhe41
chr1	89052096	89054096	-	ENSMUSG00000026247	Ecel1
chr1	75446011	75448011	+	ENSMUSG00000033007	Accn4
chr16	11983674	11985674	+	ENSMUSG00000022494	Shisa9
chr5	21849523	21851523	-	ENSMUSG00000042453	Reln
chr7	81157568	81159568	-	ENSMUSG00000025789	St8sia2
chr11	96226066	96228066	+	ENSMUSG00000018973	Hoxb1
chrX	51078571	51080571	-	ENSMUSG00000059334	Zfp36l3
chr18	46357675	46359675	+	ENSMUSG00000033993	1700018A14Rik
chr6	43214643	43216643	+	ENSMUSG00000033542	Arhgef5
chr2	22628614	22630614	+	ENSMUSG00000026786	Apbb1ip
chr5	90311359	90313359	-	ENSMUSG00000043635	Adamts3
chr8	48497483	48499483	+	ENSMUSG00000060559	Gm10083
chr6	117117553	117119553	+	ENSMUSG00000061353	Cxcl12
chr5	141082295	141084295	+	ENSMUSG00000029570	Lfng
chr19	56947739	56949739	+	ENSMUSG00000025082	Vwa2
chr11	100711038	100713038	-	ENSMUSG00000020919	Stat5b
chr13	34436051	34438051	-	ENSMUSG00000038267	Slc22a23
chr1	52783306	52785306	-	ENSMUSG00000041439	Mfsd6
chr3	17694662	17696662	+	ENSMUSG00000093073	Mir124a-2
chr12	5381488	5383488	-	ENSMUSG00000020627	Klhl29
chr15	98922601	98924601	+	ENSMUSG00000038009	Dnajc22
chr19	25579108	25581108	+	ENSMUSG00000024837	Dmrt1
chr16	65814878	65816878	+	ENSMUSG00000091243	Vgll3
chr3	88017407	88019407	+	ENSMUSG00000091070	Gm3764
chr11	58774314	58776314	+	ENSMUSG00000080152	Gm12260
chr10	6979391	6981391	-	ENSMUSG00000040653	Ppp1r14c
chrX	100515737	100517737	+	ENSMUSG00000031326	Cdx4
chr4	46357387	46359387	-	ENSMUSG00000087383	Gm12446
chr5	107717648	107719648	-	ENSMUSG00000029287	Tgfbr3
chr4	138647908	138649908	-	ENSMUSG00000041120	Nbl1
chrX	11736472	11738472	-	ENSMUSG00000087271	2900008C10Rik
chr1	21951023	21953023	-	ENSMUSG00000028033	Kcnq5
chr2	151526744	151528744	+	ENSMUSG00000044364	5430405G05Rik
chr10	93102426	93104426	+	ENSMUSG00000020019	Ntn4
chr1	160291471	160293471	+	ENSMUSG00000026587	Astn1
chr2	18593011	18595011	+	ENSMUSG00000051154	Commd3
chr4	94717225	94719225	+	ENSMUSG00000087366	BC042782
chr13	96901532	96903532	-	ENSMUSG00000051111	Sv2c
chr3	129882809	129884809	+	ENSMUSG00000058897	Col25a1
chr5	31438717	31440717	-	ENSMUSG00000085493	Gm15469
chr18	9211854	9213854	+	ENSMUSG00000036904	Fzd8
chr4	119164233	119166233	-	ENSMUSG00000048899	Rimkla
chr3	66784693	66786693	-	ENSMUSG00000027833	Shox2
chr3	66784693	66786693	-	ENSMUSG00000093425	Shox2
chr6	142518876	142520876	-	ENSMUSG00000030247	Kcnj8
chr16	97831802	97833802	-	ENSMUSG00000000385	Tmprss2
chr14	47501529	47503529	+	ENSMUSG00000021838	Samd4
chr2	105063477	105065477	+	ENSMUSG00000055312	0610012H03Rik
chr9	78290044	78292044	-	ENSMUSG00000032344	E330016A19Rik
chr5	31394988	31396988	-	ENSMUSG00000029151	Slc30a3
chr1	184446655	184448655	-	ENSMUSG00000026509	Capn2
chr3	105254248	105256248	+	ENSMUSG00000040896	Kcnd3
chr12	103365943	103367943	+	ENSMUSG00000041771	Slc24a4
chr16	34572618	34574618	-	ENSMUSG00000061751	Kalrn
chr7	72300456	72302456	-	ENSMUSG00000030518	Fam189a1
chr5	151754182	151756182	+	ENSMUSG00000058488	Kl
chr11	101968146	101970146	-	ENSMUSG00000017311	Pyy
chr3	129672124	129674124	-	ENSMUSG00000027994	Ccdc109b
chr4	137951373	137953373	-	ENSMUSG00000078235	Fam43b
chr5	26332567	26334567	+	ENSMUSG00000090671	Gm5067
chr9	74695270	74697270	+	ENSMUSG00000093662	Gm20649
chr4	142938660	142940660	+	ENSMUSG00000028584	Lrrc38
chr3	123148831	123150831	+	ENSMUSG00000027978	Prss12
chr8	123650840	123652840	+	ENSMUSG00000043867	Foxl1
chr14	118635252	118637252	-	ENSMUSG00000061517	Sox21
chr17	36280963	36282963	+	ENSMUSG00000038311	2410017I17Rik
chr11	76484972	76486972	+	ENSMUSG00000044243	Bhlha9
chr16	35153963	35155963	+	ENSMUSG00000022840	Adcy5
chr4	109338794	109340794	-	ENSMUSG00000028551	Cdkn2c
chrX	156827622	156829622	+	ENSMUSG00000031298	Gpr64
chr9	118834571	118836571	+	ENSMUSG00000047409	Ctdspl
chr18	10324175	10326175	+	ENSMUSG00000042942	Greb1l
chr8	65428806	65430806	+	ENSMUSG00000054162	Spock3
chr6	53768969	53770969	+	ENSMUSG00000078169	Gm16499
chr16	18591085	18593085	+	ENSMUSG00000075335	4930588K23Rik
chr16	26580790	26582790	+	ENSMUSG00000022514	Il1rap
chr3	81948799	81950799	-	ENSMUSG00000033910	Gucy1a3
chr1	191993559	191995559	-	ENSMUSG00000010175	Prox1
chr17	67702799	67704799	-	ENSMUSG00000033278	Ptprm
chrX	68302431	68304431	+	ENSMUSG00000059401	Mamld1
chr11	85698924	85700924	+	ENSMUSG00000000094	Tbx4
chr9	83039292	83041292	-	ENSMUSG00000066456	Hmgn3
chr14	67529007	67531007	+	ENSMUSG00000046204	Pnma2
chr8	118230694	118232694	-	ENSMUSG00000055435	Maf
chr13	83860160	83862160	+	ENSMUSG00000050334	C130071C03Rik
chr14	26277671	26279671	+	ENSMUSG00000007817	Zmiz1
chr18	21812219	21814219	-	ENSMUSG00000042514	Klhl14
chr13	49242383	49244383	-	ENSMUSG00000037989	Wnk2
chr4	47103781	47105781	+	ENSMUSG00000039774	Galnt12
chr4	139388445	139390445	-	ENSMUSG00000028736	Pax7
chr5	101275186	101277186	-	ENSMUSG00000087611	4930458D05Rik
chr15	76062004	76064004	-	ENSMUSG00000022565	Plec
chr12	74684783	74686783	+	ENSMUSG00000021108	Prkch
chr8	36651026	36653026	-	ENSMUSG00000087118	Gm16793
chr9	65238459	65240459	-	ENSMUSG00000054978	Kbtbd13
chr11	82745884	82747884	-	ENSMUSG00000086058	Gm12575
chr3	82706895	82708895	-	ENSMUSG00000028003	Lrat
chr1	191166711	191168711	-	ENSMUSG00000037624	Kcnk2
chr12	8307760	8309760	-	ENSMUSG00000037660	Gdf7
chr10	23942323	23944323	+	ENSMUSG00000020000	Moxd1
chr11	50414950	50416950	-	ENSMUSG00000085564	Gm12198
chr14	68700920	68702920	+	ENSMUSG00000022055	Nefl
chr7	29075205	29077205	-	ENSMUSG00000046750	BC089491
chr1	42750670	42752670	-	ENSMUSG00000093778	2610017I09Rik
chr15	97834155	97836155	-	ENSMUSG00000022483	Col2a1
chr1	180458256	180460256	+	ENSMUSG00000026494	Kif26b
chrX	135447969	135449969	+	ENSMUSG00000052854	Nrk
chr11	85644725	85646725	-	ENSMUSG00000087013	2610027K06Rik
chrX	165232031	165234031	+	ENSMUSG00000031355	Arhgap6
chrX	70747425	70749425	+	ENSMUSG00000031376	Atp2b3
chr13	101321673	101323673	-	ENSMUSG00000021638	Ocln
chr1	24593311	24595311	-	ENSMUSG00000026141	Col19a1
chr1	122236159	122238159	+	ENSMUSG00000036907	C1ql2
chr9	111213243	111215243	+	ENSMUSG00000062296	Trank1
chr15	64752858	64754858	-	ENSMUSG00000022376	Adcy8
chr17	50836852	50838852	+	ENSMUSG00000044645	Gm7334
chr3	107319936	107321936	-	ENSMUSG00000027894	Slc6a17
chr11	89163037	89165037	+	ENSMUSG00000085798	Gm2018
chr11	84338517	84340517	-	ENSMUSG00000018698	Lhx1
chr18	72509723	72511723	-	ENSMUSG00000060534	Dcc
chr4	87678268	87680268	-	ENSMUSG00000028496	Mllt3
chr7	150645955	150647955	-	ENSMUSG00000037664	Cdkn1c
chr2	148232924	148234924	-	ENSMUSG00000074743	Thbd
chr9	14663654	14665654	+	ENSMUSG00000031932	Gpr83
chr10	29254673	29256673	-	ENSMUSG00000019880	Rspo3
chr12	25365678	25367678	-	ENSMUSG00000062563	Cys1
chr2	31494557	31496557	+	ENSMUSG00000079466	Prdm12
chr7	48153648	48155648	+	ENSMUSG00000039257	Vstm2b
chr8	15010025	15012025	+	ENSMUSG00000055675	Kbtbd11
chr18	46371261	46373261	-	ENSMUSG00000033949	Trim36
chr4	154010685	154012685	+	ENSMUSG00000085069	Gm13111
chr11	64247834	64249834	+	ENSMUSG00000047759	Hs3st3a1
chr3	51363800	51365800	-	ENSMUSG00000037111	Setd7
chr1	34734033	34736033	+	ENSMUSG00000089955	C230030N03Rik
chr4	122637552	122639552	+	ENSMUSG00000086443	4933421A08Rik
chr8	36888613	36890613	-	ENSMUSG00000055976	Cldn23
chr9	120212054	120214054	+	ENSMUSG00000041794	Myrip
chr2	162485899	162487899	+	ENSMUSG00000054457	9430021M05Rik
chr3	107260816	107262816	-	ENSMUSG00000027895	Kcnc4
chr8	72896447	72898447	+	ENSMUSG00000031849	Comp
chr6	61129804	61131804	-	ENSMUSG00000085849	A730020E08Rik
chr9	97932600	97934600	-	ENSMUSG00000032452	Clstn2
chr6	22237227	22239227	+	ENSMUSG00000029671	Wnt16
chr2	164229660	164231660	-	ENSMUSG00000016995	Matn4
chr1	87941438	87943438	+	ENSMUSG00000026227	2810459M11Rik
chr4	109329458	109331458	-	ENSMUSG00000059027	9630013D21Rik
chr2	19372455	19374455	+	ENSMUSG00000056329	1810010K12Rik
chr3	51362679	51364679	+	ENSMUSG00000085462	5031434O11Rik
chr12	103367116	103369116	-	ENSMUSG00000090050	Gm16339
chrX	102314735	102316735	+	ENSMUSG00000031227	Magee1
chr11	21901900	21903900	-	ENSMUSG00000005917	Otx1
chr11	76811105	76813105	+	ENSMUSG00000020838	Slc6a4
chrX	57800194	57802194	+	ENSMUSG00000082226	Gm715
chr6	24904740	24906740	-	ENSMUSG00000090045	Tmem229a
chr11	112642290	112644290	-	ENSMUSG00000041674	BC006965
chr13	94540634	94542634	+	ENSMUSG00000042082	Arsb
chr13	40822177	40824177	+	ENSMUSG00000087310	Gm16989
chr17	83613623	83615623	+	ENSMUSG00000024247	Pkdcc
chrX	11736481	11738481	-	ENSMUSG00000040363	Bcor
chr2	14525238	14527238	-	ENSMUSG00000075525	Gm10849
chr3	52844450	52846450	+	ENSMUSG00000048332	Lhfp
chr13	115248159	115250159	-	ENSMUSG00000021765	Fst
chr17	56650906	56652906	-	ENSMUSG00000044526	Znrf4
chr11	11013226	11015226	+	ENSMUSG00000050830	Vwc2
chr1	23767592	23769592	+	ENSMUSG00000026156	B3gat2
chr1	121317825	121319825	-	ENSMUSG00000037035	Inhbb
chr3	106838080	106840080	+	ENSMUSG00000047959	Kcna3
chr2	170320928	170322928	+	ENSMUSG00000052033	Pfdn4
chr8	11476929	11478929	+	ENSMUSG00000090605	E230013L22Rik
chr6	23197264	23199264	-	ENSMUSG00000029697	Fezf1
chr19	58529399	58531399	-	ENSMUSG00000025089	Gfra1
chr11	96202422	96204422	-	ENSMUSG00000075589	Gm11536
chr19	28751714	28753714	+	ENSMUSG00000086457	D930032P07Rik
chr11	18908131	18910131	+	ENSMUSG00000084085	Gm16140
chr10	42302628	42304628	+	ENSMUSG00000038280	Ostm1
chr6	83084457	83086457	+	ENSMUSG00000034930	Rtkn
chr3	104763627	104765627	-	ENSMUSG00000027840	Wnt2b
chr11	59917515	59919515	+	ENSMUSG00000062115	Rai1
chr4	125166944	125168944	+	ENSMUSG00000001985	Grik3
chr6	110594910	110596910	-	ENSMUSG00000092448	Gm20387
chrX	99446861	99448861	+	ENSMUSG00000085568	Gm14858
chr13	76520983	76522983	+	ENSMUSG00000021596	Mctp1
chr17	90853229	90855229	+	ENSMUSG00000073367	Gm10493
chr14	47009344	47011344	-	ENSMUSG00000021835	Bmp4
chr6	115944023	115946023	-	ENSMUSG00000030123	Plxnd1
chr1	182259607	182261607	+	ENSMUSG00000038855	Itpkb
chr6	85462583	85464583	-	ENSMUSG00000071341	Egr4
chr7	20073405	20075405	+	ENSMUSG00000011263	Exoc3l2
chr10	93773694	93775694	+	ENSMUSG00000020023	Tmcc3
chr18	38370707	38372707	-	ENSMUSG00000051375	Pcdh1
chr1	193006219	193008219	-	ENSMUSG00000026628	Atf3
chr7	138685381	138687381	+	ENSMUSG00000040148	Hmx3
chr3	115955402	115957402	-	ENSMUSG00000068696	Gpr88
chr3	60805717	60807717	+	ENSMUSG00000027765	P2ry1
chr7	86649150	86651150	+	ENSMUSG00000093238	Mir9-3
chr4	137950113	137952113	+	ENSMUSG00000046109	AB041806
chr19	26678605	26680605	+	ENSMUSG00000024921	Smarca2
chr11	83661995	83663995	-	ENSMUSG00000085235	Gm12576
chr10	68674846	68676846	-	ENSMUSG00000090622	A930033H14Rik
chr2	38193801	38195801	+	ENSMUSG00000000247	Lhx2
chr2	74600037	74602037	+	ENSMUSG00000042448	Hoxd1
chr15	102783858	102785858	+	ENSMUSG00000001656	Hoxc11
chr6	3713713	3715713	-	ENSMUSG00000023964	Calcr
chr11	116391239	116393239	+	ENSMUSG00000061878	Sphk1
chr14	40285376	40287376	-	ENSMUSG00000041014	Nrg3
chr18	64819654	64821654	-	ENSMUSG00000039529	Atp8b1
chr18	11997947	11999947	-	ENSMUSG00000084565	Mir1901
chr6	127098407	127100407	+	ENSMUSG00000084922	9330179D12Rik
chr10	36225620	36227620	+	ENSMUSG00000044499	Hs3st5
chr2	113597803	113599803	-	ENSMUSG00000074934	Grem1
chr19	38170569	38172569	+	ENSMUSG00000054200	O3far1
chr4	4064468	4066468	+	ENSMUSG00000085996	A830012C17Rik
chr9	31720047	31722047	-	ENSMUSG00000032033	Barx2
chr12	14157844	14159844	-	ENSMUSG00000020607	Fam84a
chr2	93481541	93483541	+	ENSMUSG00000040310	Alx4
chrX	90530846	90532846	+	ENSMUSG00000035277	Arx
chr7	86644003	86646003	+	ENSMUSG00000085554	AI854517
chr2	180509108	180511108	-	ENSMUSG00000087550	Gm14343
chr8	9770018	9772018	-	ENSMUSG00000079157	Fam155a
chr14	119536637	119538637	+	ENSMUSG00000053465	Hs6st3
chr8	14094865	14096865	+	ENSMUSG00000047495	Dlgap2
chr1	92894304	92896304	+	ENSMUSG00000026305	Lrrfip1
chr12	58297459	58299459	-	ENSMUSG00000035472	Slc25a21
chr11	82201402	82203402	+	ENSMUSG00000020701	Tmem132e
chr15	102802772	102804772	+	ENSMUSG00000065488	Mir196a-2
chr15	102802772	102804772	+	ENSMUSG00000092194	Mir196a-2
chr2	55287381	55289381	+	ENSMUSG00000026824	Kcnj3
chr4	120420217	120422217	-	ENSMUSG00000028631	Kcnq4
chr17	35575100	35577100	+	ENSMUSG00000060550	H2-Q7
chr6	126689680	126691680	-	ENSMUSG00000038077	Kcna6
chr1	191993175	191995175	+	ENSMUSG00000079045	Gm17566
chr11	77328482	77330482	-	ENSMUSG00000044328	Trp53i13
chr3	132612255	132614255	-	ENSMUSG00000040998	Npnt
chrX	49034033	49036033	-	ENSMUSG00000062184	Hs6st2
chr2	44971915	44973915	-	ENSMUSG00000026872	Zeb2
chr12	77504163	77506163	+	ENSMUSG00000059970	Hspa2
chr17	50647872	50649872	+	ENSMUSG00000038910	Plcl2
chr5	32437845	32439845	+	ENSMUSG00000029135	Fosl2
chr15	27954603	27956603	-	ENSMUSG00000022263	Trio
chr1	75502027	75504027	-	ENSMUSG00000026211	Obsl1
chr2	31700525	31702525	-	ENSMUSG00000026841	Fibcd1
chr14	52603508	52605508	+	ENSMUSG00000004562	Arhgef40
chr11	85645053	85647053	+	ENSMUSG00000000093	Tbx2
chr2	74974855	74976855	-	ENSMUSG00000087333	Gm13652
chr4	122637431	122639431	-	ENSMUSG00000028655	Mfsd2a
chr13	51661453	51663453	-	ENSMUSG00000021448	Shc3
chr3	45181320	45183320	+	ENSMUSG00000049100	Pcdh10
chr2	25434417	25436417	-	ENSMUSG00000091064	Gm996
chr6	66845515	66847515	-	ENSMUSG00000053442	4930597O21Rik
chr8	11311826	11313826	-	ENSMUSG00000031502	Col4a1
chr7	120096708	120098708	+	ENSMUSG00000048962	Rassf10
chr18	42553193	42555193	+	ENSMUSG00000024497	Pou4f3
chr3	156223758	156225758	+	ENSMUSG00000040037	Negr1
chr2	144156195	144158195	+	ENSMUSG00000084837	1700108N11Rik
chr12	37834127	37836127	+	ENSMUSG00000036144	Meox2
chr6	61129318	61131318	+	ENSMUSG00000039578	Fam190a
chr7	147234039	147236039	-	ENSMUSG00000025469	Msx3
chr15	7347395	7349395	-	ENSMUSG00000042961	Egflam
chr6	37249184	37251184	-	ENSMUSG00000038665	Dgki
chr1	89159938	89161938	+	ENSMUSG00000026255	Efhd1
chr1	42752991	42754991	+	ENSMUSG00000045515	Pou3f3
chr11	23974054	23976054	-	ENSMUSG00000055010	A830031A19Rik
chr2	11625914	11627914	+	ENSMUSG00000023206	Il15ra
chr4	109649418	109651418	-	ENSMUSG00000085256	3010003L10Rik
chr6	6818533	6820533	-	ENSMUSG00000090063	Dlx6as1
chr17	51971615	51973615	-	ENSMUSG00000023927	Satb1
chrX	51276966	51278966	-	ENSMUSG00000081119	Gm14601
chr1	123424042	123426042	-	ENSMUSG00000050534	Htr5b
chr8	127274709	127276709	-	ENSMUSG00000043068	Fam89a
chr2	113056253	113058253	-	ENSMUSG00000057378	Ryr3
chr14	33411594	33413594	+	ENSMUSG00000041730	Prrxl1
chr7	89135888	89137888	+	ENSMUSG00000052779	4833418N17Rik
chr19	45232794	45234794	-	ENSMUSG00000092346	Gm20424
chr4	114580862	114582862	+	ENSMUSG00000085399	9130206I24Rik
chr6	29382153	29384153	+	ENSMUSG00000068699	Flnc
chr9	112135781	112137781	+	ENSMUSG00000087038	2900079G21Rik
chr12	59311759	59313759	+	ENSMUSG00000035431	Sstr1
chr11	96183640	96185640	+	ENSMUSG00000048763	Hoxb3
chr8	12384771	12386771	+	ENSMUSG00000047935	Gm5607
chr4	21612110	21614110	-	ENSMUSG00000040478	Prdm13
chrX	109713135	109715135	+	ENSMUSG00000025529	Zfp711
chr10	120747245	120749245	-	ENSMUSG00000052302	Tbc1d30
chr8	28086808	28088808	+	ENSMUSG00000085795	Zfp703
chrX	152057357	152059357	-	ENSMUSG00000041552	Ptchd1
chr13	24729436	24731436	-	ENSMUSG00000090928	C530050E15Rik
chr13	93194851	93196851	+	ENSMUSG00000045034	Ankrd34b
chr2	74496918	74498918	-	ENSMUSG00000001815	Evx2
chr3	45181182	45183182	-	ENSMUSG00000086101	2610316D01Rik
chr7	80519625	80521625	-	ENSMUSG00000092033	A730056A06Rik
chr8	85813247	85815247	+	ENSMUSG00000031710	Ucp1
chr18	66097743	66099743	-	ENSMUSG00000024518	Rax
chr13	10357725	10359725	+	ENSMUSG00000086178	Gm16950
chr13	104123577	104125577	-	ENSMUSG00000034751	Mast4
chr9	116083383	116085383	-	ENSMUSG00000032440	Tgfbr2
chr12	76408309	76410309	+	ENSMUSG00000046768	Rhoj
chr13	76193444	76195444	-	ENSMUSG00000045509	Gpr150
chr2	29107526	29109526	-	ENSMUSG00000079499	6530402F18Rik
chr17	43766248	43768248	-	ENSMUSG00000040140	Tdrd6
chr5	118476752	118478752	+	ENSMUSG00000029359	Tesc
chr19	47088643	47090643	-	ENSMUSG00000025041	Nt5c2
chr18	39152846	39154846	-	ENSMUSG00000086991	Gm15334
chr2	29107525	29109525	-	ENSMUSG00000035513	Ntng2
chr11	112642538	112644538	+	ENSMUSG00000000567	Sox9
chr15	11834429	11836429	-	ENSMUSG00000022206	Npr3
chr14	109312456	109314456	-	ENSMUSG00000075478	Slitrk1
chrX	56820248	56822248	-	ENSMUSG00000031137	Fgf13
chr1	189431670	189433670	+	ENSMUSG00000026610	Esrrg
chr10	51741308	51743308	+	ENSMUSG00000049641	Vgll2
chr9	62995768	62997768	-	ENSMUSG00000022245	Skor1
chr17	27649286	27651286	-	ENSMUSG00000063239	Grm4
chr19	45309301	45311301	-	ENSMUSG00000025216	Lbx1
chr15	37162064	37164064	-	ENSMUSG00000089804	Gm16136
chr3	107396949	107398949	+	ENSMUSG00000014603	Alx3
chr3	107396949	107398949	+	ENSMUSG00000092379	Alx3
chr1	17086879	17088879	-	ENSMUSG00000042686	Jph1
chr4	127664101	127666101	+	ENSMUSG00000028804	Csmd2
chr6	52124216	52126216	+	ENSMUSG00000085696	2700086A05Rik
chr1	40737557	40739557	+	ENSMUSG00000026062	Slc9a2
chr3	133902547	133904547	-	ENSMUSG00000084564	Mir1895
chr1	94997442	94999442	-	ENSMUSG00000014602	Kif1a
chr2	12932374	12934374	-	ENSMUSG00000049630	C1ql3
chr11	87911648	87913648	+	ENSMUSG00000018378	Cuedc1
chr15	102843246	102845246	+	ENSMUSG00000022485	Hoxc5
chr2	73108982	73110982	+	ENSMUSG00000068859	Sp9
chr10	102491978	102493978	-	ENSMUSG00000090638	Gm17028
chr5	4757216	4759216	-	ENSMUSG00000044674	Fzd1
chr1	131168879	131170879	+	ENSMUSG00000042581	Thsd7b
chr19	17911122	17913122	-	ENSMUSG00000024713	Pcsk5
chrX	134104147	134106147	+	ENSMUSG00000059203	Il1rapl2
chr9	91259648	91261648	-	ENSMUSG00000032368	Zic1
chr11	23977056	23979056	+	ENSMUSG00000000861	Bcl11a
chr5	73403738	73405738	+	ENSMUSG00000081849	Gm15847
chr3	133902500	133904500	-	ENSMUSG00000091186	Gm2078
chr6	28084178	28086178	-	ENSMUSG00000024211	Grm8
chr18	15308955	15310955	-	ENSMUSG00000036225	Kctd1
chr10	92772880	92774880	-	ENSMUSG00000008398	Elk3
chr7	144505128	144507128	-	ENSMUSG00000010476	Ebf3
chr3	156223710	156225710	-	ENSMUSG00000085084	4930570G19Rik
chr9	52486534	52488534	-	ENSMUSG00000078307	AI593442
chr2	147871705	147873705	-	ENSMUSG00000037025	Foxa2
chr13	56352524	56354524	-	ENSMUSG00000048904	Neurog1
chrX	117402868	117404868	+	ENSMUSG00000034755	Pcdh11x
chr19	5559575	5561575	-	ENSMUSG00000024922	Ovol1
chr4	114574464	114576464	-	ENSMUSG00000085323	9130410C08Rik
chr3	88018093	88020093	+	ENSMUSG00000092988	Mir3093
chr5	34337633	34339633	+	ENSMUSG00000048142	Nat8l
chr7	37482137	37484137	+	ENSMUSG00000021217	Tshz3
chr13	31649039	31651039	+	ENSMUSG00000038415	Foxq1
chr13	31710037	31712037	+	ENSMUSG00000087276	Gm11378
chr1	69152314	69154314	-	ENSMUSG00000087514	Gm16076
chr17	26977510	26979510	-	ENSMUSG00000015579	Nkx2-5
chr5	143578341	143580341	-	ENSMUSG00000039477	Tnrc18
chr12	110290589	110292589	-	ENSMUSG00000040867	Begain
chr4	36898999	36900999	+	ENSMUSG00000084898	Gm12371
chr7	105982622	105984622	+	ENSMUSG00000015957	Wnt11
chr16	15886379	15888379	+	ENSMUSG00000071637	Cebpd
chr7	123181258	123183258	-	ENSMUSG00000051910	Sox6
chr6	52105901	52107901	+	ENSMUSG00000087658	Gm15051
chr11	18773312	18775312	-	ENSMUSG00000085743	8430419K02Rik
chr13	92900611	92902611	-	ENSMUSG00000021708	Rasgrf2
chr4	13669583	13671583	+	ENSMUSG00000006586	Runx1t1
chr4	115611531	115613531	-	ENSMUSG00000028707	Dmbx1
chr8	63110624	63112624	+	ENSMUSG00000031647	Mfap3l
chrX	19635686	19637686	+	ENSMUSG00000037347	Chst7
chr19	16509157	16511157	+	ENSMUSG00000024697	Gna14
chr19	5084531	5086531	-	ENSMUSG00000061451	Tmem151a
chr2	9810661	9812661	-	ENSMUSG00000015619	Gata3
chr4	131393203	131395203	-	ENSMUSG00000028909	Ptpru
chr1	93697038	93699038	+	ENSMUSG00000007805	Twist2
chr5	101273732	101275732	+	ENSMUSG00000029314	Agpat9
chr6	136609449	136611449	-	ENSMUSG00000030214	Plbd1
chr9	36953899	36955899	-	ENSMUSG00000035934	Pknox2
chr2	170321645	170323645	-	ENSMUSG00000038567	Cyp24a1
chr14	29323578	29325578	-	ENSMUSG00000091966	Gm2670
chr17	3325573	3327573	+	ENSMUSG00000023800	Tiam2
chr17	8626288	8628288	+	ENSMUSG00000062327	T
chr2	44965658	44967658	+	ENSMUSG00000052248	Gm13476
chr2	74589741	74591741	+	ENSMUSG00000085015	Gm14424
chr6	29475625	29477625	+	ENSMUSG00000029771	Irf5
chrX	101016304	101018304	-	ENSMUSG00000033965	Slc16a2
chr6	54276006	54278006	+	ENSMUSG00000045725	Prr15
chr18	84256550	84258550	+	ENSMUSG00000049090	Zadh2
chr13	95644582	95646582	+	ENSMUSG00000021685	Otp
